StatusType,County,District,School,Street,City,Zip,State,OpenDate,ClosedDate,Charter,FundingType,DOC,DOCType,SOC,SOCType,EdOpsName,EILName,GSoffered,Virtual,Magnet,Latitude,Longitude,LastUpdate
Active,Alameda,Alameda County Office of Education,,313 West Winton Avenue,Hayward,94544-1136,CA,,,,,00,County Office of Education (COE),,,,,,,,37.658212,-122.09713,2/2/2017
Active,Alameda,Alameda County Office of Education,Envision Academy for Arts & Technology,1515 Webster Street,Oakland,94612-3355,CA,8/28/2006,,Y,Directly funded,00,County Office of Education (COE),66,High Schools (Public),Traditional,High School,9-12,N,N,37.804520,-122.26815,6/18/2015
Active,Alameda,Alameda County Office of Education,Community School for Creative Education,2111 International Boulevard,Oakland,94606-4903,CA,8/22/2011,,Y,Directly funded,00,County Office of Education (COE),60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,37.784648,-122.23863,7/18/2016
Active,Alameda,Alameda County Office of Education,Yu Ming Charter,1086 Alcatraz Avenue,Oakland,94608-1265,CA,8/9/2011,,Y,Directly funded,00,County Office of Education (COE),60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,37.847375,-122.28356,5/10/2016
Active,Alameda,Alameda County Office of Education,Urban Montessori Charter,5328 Brann Street,Oakland,94619-3312,CA,8/27/2012,,Y,Directly funded,00,County Office of Education (COE),60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,37.778352,-122.18950,10/9/2015
Active,Alameda,Alameda County Office of Education,Alameda County Juvenile Hall/Court,2500 Fairmont Avenue,San Leandro,94578-1005,CA,7/1/1980,,N,,00,County Office of Education (COE),14,Juvenile Court Schools,Juvenile Court School,High School,K-12,N,N,37.712878,-122.11173,11/10/2016
Active,Alameda,Alameda County Office of Education,Alameda County Community,313 West Winton Avenue,Hayward,94544-1136,CA,7/1/1980,,N,,00,County Office of Education (COE),10,County Community,County Community School,High School,K-12,C,N,37.658212,-122.09713,12/7/2016
Active,Alameda,Alameda County Office of Education,Oakland Unity Middle,7200 Bancroft Avenue # 261,Oakland,94605-2403,CA,8/23/2015,,Y,Directly funded,00,County Office of Education (COE),62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,37.767642,-122.17770,8/17/2016
Active,Alameda,Alameda County Office of Education,Cox Academy,9860 Sunnyside Street,Oakland,94603-2750,CA,7/1/1980,,Y,Directly funded,00,County Office of Education (COE),60,Elementary Schools (Public),Traditional,Elementary,P-5,N,N,37.746513,-122.16182,8/23/2016
Active,Alameda,Alameda County Office of Education,Lazear Charter Academy,824 29th Avenue,Oakland,94601-2205,CA,7/1/1980,,Y,Directly funded,00,County Office of Education (COE),60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,37.776239,-122.23207,8/23/2016
Active,Alameda,Alameda County Office of Education,Alameda County Special Education,313 West Winton Avenue,Hayward,94544-1136,CA,7/1/1980,,N,,00,County Office of Education (COE),09,Special Education Schools (Public),Special Education School,Preschool,P,N,N,37.658212,-122.09713,10/13/2015
Active,Alameda,California School for the Blind (State Special Schl),,500 Walnut Avenue,Fremont,94536-4365,CA,,,,,31,State Special Schools,,,,,,,,37.562576,-121.96563,1/13/2017
Active,Alameda,California School for the Blind (State Special Schl),California School for the Blind,500 Walnut Avenue,Fremont,94536-4365,CA,7/1/1980,,N,,31,State Special Schools,31,State Special Schools,State Special School,Elementary-High Combination,K-Adult,N,Y,37.562576,-121.96563,11/10/2016
Active,Alameda,California School for the Deaf-Fremont (State Special Schl),,39350 Gallaudet Drive,Fremont,94538-2308,CA,,,,,31,State Special Schools,,,,,,,,37.558956,-121.96551,8/31/2016
Active,Alameda,California School for the Deaf-Fremont (State Special Schl),California School for the Deaf-Fremont,39350 Gallaudet Drive,Fremont,94538-2308,CA,7/1/1980,,N,,31,State Special Schools,31,State Special Schools,State Special School,Elementary-High Combination,P-12,N,N,37.558956,-121.96551,8/31/2016
Active,Alameda,Alameda Unified,,2060 Challenger Dr,Alameda,94501-1037,CA,,,,,54,Unified School District,,,,,,,,37.782147,-122.27009,6/26/2015
Active,Alameda,Alameda Unified,Alameda Science and Technology Institute,555 Atlantic Avenue,Alameda,94501-2109,CA,8/19/2004,,N,,54,Unified School District,63,Alternative Schools of Choice,Alternative School of Choice,High School,9-12,N,Y,37.779884,-122.28052,11/9/2016
Active,Alameda,Alameda Unified,Ruby Bridges Elementary,351 Jack London Avenue,Alameda,94501-3901,CA,8/28/2006,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.781834,-122.28614,11/4/2016
Active,Alameda,Alameda Unified,Nea Community Learning Center,1900 Third Street,Alameda,94501-1851,CA,8/31/2009,,Y,Directly funded,54,Unified School District,65,K-12 Schools (Public),Traditional,Elementary-High Combination,K-12,N,N,37.779051,-122.28703,9/11/2015
Active,Alameda,Alameda Unified,The Academy of Alameda,401 Pacific Avenue,Alameda,94501-1837,CA,8/30/2010,,Y,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,37.776497,-122.28582,9/30/2015
Active,Alameda,Alameda Unified,Maya Lin,825 Taylor Street,Alameda,94501-3411,CA,7/1/2012,,N,,54,Unified School District,63,Alternative Schools of Choice,Alternative School of Choice,Elementary,K-8,N,Y,37.772724,-122.27189,11/9/2016
Active,Alameda,Alameda Unified,Alameda Adult,1300 Third Street,Alameda,94501,CA,7/1/1980,,N,,54,Unified School District,70,Adult Education Centers,Traditional,Adult,Adult,N,,37.770867,-122.28850,1/29/2016
Active,Alameda,Alameda Unified,Alameda High,2201 Encinal Avenue,Alameda,94501-4406,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,37.764294,-122.24807,6/18/2015
Active,Alameda,Alameda Unified,Alameda Community Learning Center,1900 Third Street,Alameda,94501-1851,CA,8/30/2001,,Y,Directly funded,54,Unified School District,65,K-12 Schools (Public),Traditional,Elementary-High Combination,6-12,N,N,37.779051,-122.28703,4/19/2016
Active,Alameda,Alameda Unified,Alternatives in Action,6221 E 17th Street,Oakland,94621,CA,9/4/2001,,Y,Directly funded,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,37.764353,-122.19551,6/18/2015
Active,Alameda,Alameda Unified,The Academy of Alameda Elementary,401 Pacific Avenue,Alameda,94501-1837,CA,8/27/2015,,Y,Directly funded,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.776930,-122.28528,2/11/2016
Active,Alameda,Alameda Unified,Encinal Junior/Senior High,210 Central Avenue,Alameda,94501-3246,CA,8/31/2015,,N,,54,Unified School District,65,K-12 Schools (Public),Traditional,Elementary-High Combination,6-12,N,N,37.772765,-122.28900,11/7/2016
Active,Alameda,Alameda Unified,Island High (Continuation),500 Pacific Avenue,Alameda,94501-2125,CA,7/1/1980,,N,,54,Unified School District,68,Continuation High Schools,Continuation School,High School,9-12,N,N,37.775722,-122.28124,12/9/2016
Active,Alameda,Alameda Unified,Donald D. Lum Elementary,1801 Sandcreek Way,Alameda,94501-6024,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.762203,-122.25895,11/4/2016
Active,Alameda,Alameda Unified,Edison Elementary,2700 Buena Vista Avenue,Alameda,94501-1610,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.765083,-122.23421,11/4/2016
Active,Alameda,Alameda Unified,Frank Otis Elementary,3010 Fillmore Street,Alameda,94501-5544,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.754029,-122.23799,11/7/2016
Active,Alameda,Alameda Unified,Franklin Elementary,1433 San Antonio Avenue,Alameda,94501-4039,CA,9/5/1995,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.769036,-122.26160,6/18/2015
Active,Alameda,Alameda Unified,Henry Haight Elementary,2025 Santa Clara Avenue,Alameda,94501-2720,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.769332,-122.25106,6/18/2015
Active,Alameda,Alameda Unified,Lincoln Middle,1250 Fernside Boulevard,Alameda,94501-4808,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,37.752242,-122.23276,6/18/2015
Active,Alameda,Alameda Unified,Will C. Wood Middle,420 Grand Street,Alameda,94501-5941,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,37.763031,-122.26192,6/18/2015
Active,Alameda,Alameda Unified,William G. Paden Elementary,444 Central Avenue,Alameda,94501-3615,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.771566,-122.28446,6/18/2015
Active,Alameda,Alameda Unified,Amelia Earhart Elementary,400 Packet Landing Road,Alameda,94502-6534,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.745289,-122.23928,6/18/2015
Active,Alameda,Alameda Unified,Bay Farm,200 Aughinbaugh Way,Alameda,94502-7451,CA,7/1/1992,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,37.738998,-122.25195,6/18/2015
Active,Alameda,Albany City Unified,,1051 Monroe Street,Albany,94706-2213,CA,,,,,54,Unified School District,,,,,,,,37.884367,-122.29870,6/23/2015
Active,Alameda,Albany City Unified,Albany Adult,603 Key Route Boulevard,Albany,94706-1422,CA,7/1/1980,,N,,54,Unified School District,70,Adult Education Centers,Traditional,Adult,Adult,N,,37.896209,-122.29209,1/29/2016
Active,Alameda,Albany City Unified,MacGregor High (Continuation),603 Key Route Blvd,Albany,94706-1422,CA,7/1/1980,,N,,54,Unified School District,68,Continuation High Schools,Continuation School,High School,10-12,N,N,37.896420,-122.29211,8/23/2016
Active,Alameda,Albany City Unified,Albany High,603 Key Route Boulevard,Albany,94706-1422,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,37.896661,-122.29257,12/21/2015
Active,Alameda,Albany City Unified,Cornell Elementary,920 Talbot Avenue,Albany,94706-2020,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.889826,-122.29518,6/18/2015
Active,Alameda,Albany City Unified,Albany Middle,1259 Brighton Avenue,Albany,94706-1336,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,37.897851,-122.29530,6/18/2015
Active,Alameda,Albany City Unified,Marin Elementary,1001 Santa Fe Avenue,Albany,94706-2341,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.888559,-122.28817,6/18/2015
Active,Alameda,Albany City Unified,Ocean View Elementary,1000 Jackson Street,Albany,94706-1904,CA,9/1/1999,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.887539,-122.30092,6/18/2015
Active,Alameda,Berkeley Unified,,2020 Bonar Street,Berkeley,94702-1793,CA,,,,,54,Unified School District,,,,,,,,37.869454,-122.28747,6/23/2015
Active,Alameda,Berkeley Unified,REALM Charter Middle,2023 Eighth Street,Berkeley,94710-2026,CA,8/30/2011,,Y,Directly funded,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,37.867479,-122.29492,6/18/2015
Active,Alameda,Berkeley Unified,REALM Charter High,2023 Eighth Street,Berkeley,94710-2026,CA,8/30/2011,,Y,Directly funded,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,37.867479,-122.29492,6/18/2015
Active,Alameda,Berkeley Unified,Berkeley Special Education Preschool,2134 Martin Luther King Junior Way,Berkeley,94704-1180,CA,9/2/2009,,N,,54,Unified School District,08,Preschool,Special Education School,Elementary,P,N,,37.869954,-122.27283,8/17/2015
Active,Alameda,Berkeley Unified,Berkeley Adult,1701 San Pablo Avenue,Berkeley,94702-1709,CA,7/1/1980,,N,,54,Unified School District,70,Adult Education Centers,Traditional,Adult,Adult,N,,37.873179,-122.29158,1/29/2016
Active,Alameda,Berkeley Unified,Berkeley High,1980 Allston Way,Berkeley,94704-1463,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,37.868913,-122.27120,8/12/2015
Active,Alameda,Berkeley Unified,Berkeley Technology Academy,2701 Martin Luther King Junior Way,Berkeley,94704-2165,CA,7/1/1980,,N,,54,Unified School District,68,Continuation High Schools,Continuation School,High School,10-12,N,N,37.859740,-122.27171,6/18/2015
Active,Alameda,Berkeley Unified,Martin Luther King Middle,1781 Rose Street,Berkeley,94703-1048,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,37.881113,-122.27700,6/18/2015
Active,Alameda,Berkeley Unified,Willard Middle,2425 Stuart Street,Berkeley,94705-1209,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,37.859666,-122.25862,6/18/2015
Active,Alameda,Berkeley Unified,Rosa Parks Environmental Science Magnet,920 Allston Way,Berkeley,94710-2389,CA,9/1/1997,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.865652,-122.29471,6/18/2015
Active,Alameda,Berkeley Unified,Cragmont Elementary,830 Regal Road,Berkeley,94708-1308,CA,9/1/1997,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.892673,-122.26355,6/18/2015
Active,Alameda,Berkeley Unified,Emerson Elementary,2800 Forest Avenue,Berkeley,94705-1309,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.861490,-122.25111,6/18/2015
Active,Alameda,Berkeley Unified,Jefferson Elementary,1400 Ada Street,Berkeley,94702-1217,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.878921,-122.28521,6/18/2015
Active,Alameda,Berkeley Unified,Leconte Elementary,2241 Russell Street,Berkeley,94705-1029,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.857352,-122.26231,6/18/2015
Active,Alameda,Berkeley Unified,Malcolm X Elementary,1731 Prince Street,Berkeley,94703-2464,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.852200,-122.27373,6/18/2015
Active,Alameda,Berkeley Unified,Longfellow Arts and Technology Middle,1500 Derby Street,Berkeley,94703-1817,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,Y,37.858687,-122.28000,6/18/2015
Active,Alameda,Berkeley Unified,Oxford Elementary,1130 Oxford Street,Berkeley,94707-2624,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.887796,-122.26827,6/18/2015
Active,Alameda,Berkeley Unified,Thousand Oaks Elementary,840 Colusa Avenue,Berkeley,94707-1858,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.893082,-122.28040,6/18/2015
Active,Alameda,Berkeley Unified,Washington Elementary,2300 Martin Luther King Junior Way,Berkeley,94704-1412,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.866959,-122.27257,8/12/2015
Active,Alameda,Berkeley Unified,Berkeley Arts Magnet at Whittier,1645 Milvia Street,Berkeley,94709-2073,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,Y,37.876919,-122.27123,6/18/2015
Active,Alameda,Berkeley Unified,John Muir Elementary,2955 Claremont Avenue,Berkeley,94705-2449,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.857194,-122.24593,6/18/2015
Active,Alameda,Castro Valley Unified,,4400 Alma Avenue,Castro Valley,94546-0146,CA,,,,,54,Unified School District,,,,,,,,37.707693,-122.07038,6/23/2015
Active,Alameda,Castro Valley Unified,Alma Preschool,4400 Alma Avenue,Castro Valley,94546-3104,CA,9/2/2008,,N,,54,Unified School District,08,Preschool,Traditional,Preschool,P,N,,37.707693,-122.07038,6/11/2015
Active,Alameda,Castro Valley Unified,Castro Valley Adult and Career Education,4430 Alma Avenue,Castro Valley,94546-4704,CA,7/1/1980,,N,,54,Unified School District,70,Adult Education Centers,Traditional,Adult,Adult,P,,37.708006,-122.07118,3/14/2016
Active,Alameda,Castro Valley Unified,Roy A. Johnson High,18400 Clifton Way,Castro Valley,94546-0146,CA,7/1/1980,,N,,54,Unified School District,09,Special Education Schools (Public),Special Education School,High School,9-12,N,N,37.713501,-122.09222,12/19/2015
Active,Alameda,Castro Valley Unified,Castro Valley High,19400 Santa Maria Avenue,Castro Valley,94546-3400,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,37.705184,-122.07847,6/18/2015
Active,Alameda,Castro Valley Unified,Castro Valley Virtual Academy,18400 Clifton Way,Castro Valley,94546-2020,CA,7/1/2016,,N,,54,Unified School District,65,K-12 Schools (Public),Traditional,Elementary-High Combination,K-12,V,N,37.713501,-122.09222,11/23/2016
Active,Alameda,Castro Valley Unified,Redwood Continuation High,18400 Clifton Way,Castro Valley,94546-0146,CA,7/1/1980,,N,,54,Unified School District,68,Continuation High Schools,Continuation School,High School,9-12,P,N,37.712800,-122.09305,6/18/2015
Active,Alameda,Castro Valley Unified,Castro Valley Elementary,20185 San Miguel Avenue,Castro Valley,94546-0146,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.698047,-122.08102,1/18/2017
Active,Alameda,Castro Valley Unified,Chabot Elementary,19104 Lake Chabot Road,Castro Valley,94546-2936,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.707084,-122.09012,6/18/2015
Active,Alameda,Castro Valley Unified,Creekside Middle,19722 Center Street,Castro Valley,94546-4704,CA,9/1/1997,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,37.699926,-122.06124,12/18/2015
Active,Alameda,Castro Valley Unified,Independent Elementary,21201 Independent School Road,Castro Valley,94552-4826,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.699109,-122.04975,6/18/2015
Active,Alameda,Castro Valley Unified,Marshall Elementary,20111 Marshall Street,Castro Valley,94546-4656,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.697794,-122.06573,9/13/2016
Active,Alameda,Castro Valley Unified,Palomares Elementary,6395 Palo Verde Road,Castro Valley,94552-9708,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.695582,-122.02480,6/18/2015
Active,Alameda,Castro Valley Unified,Proctor Elementary,17520 Redwood Road,Castro Valley,94546-1434,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.716742,-122.07366,6/18/2015
Active,Alameda,Castro Valley Unified,Stanton Elementary,2644 Somerset Avenue,Castro Valley,94546-4016,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.699908,-122.09352,12/18/2015
Active,Alameda,Castro Valley Unified,Vannoy Elementary,5100 Vannoy,Castro Valley,94546-0146,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.706636,-122.05868,6/18/2015
Active,Alameda,Castro Valley Unified,Canyon Middle,19600 Cull Canyon Road,Castro Valley,94552-3715,CA,7/1/1980,,N,,54,Unified School District,62,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,N,N,37.705772,-122.05426,6/18/2015
Active,Alameda,Castro Valley Unified,Jensen Ranch Elementary,20001 Carson Lane,Castro Valley,94552-1001,CA,9/1/1995,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-5,N,N,37.713125,-122.03122,6/18/2015
Active,Alameda,Emery Unified,,4727 San Pablo Avenue,Emeryville,94608-3035,CA,,,,,54,Unified School District,,,,,,,,37.836319,-122.28185,11/15/2016
Active,Alameda,Emery Unified,Emeryville Preschool Students,1275 - 61st Street,Emeryville,94608-2132,CA,6/30/2009,,N,,54,Unified School District,08,Preschool,Traditional,Elementary,P,N,,37.842955,-122.28843,11/2/2016
Active,Alameda,Emery Unified,Emery Secondary,1100 47th Street,Emeryville,94608-2908,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,37.835677,-122.28282,11/16/2016
Active,Alameda,Emery Unified,Anna Yates Elementary,1125 53rd Street,Emeryville,94608-3643,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-8,N,N,37.836796,-122.28400,11/16/2016
Active,Alameda,Fremont Unified,,4210 Technology Drive,Fremont,94538-6337,CA,,,,,54,Unified School District,,,,,,,,37.507800,-121.95443,9/29/2015
Active,Alameda,Fremont Unified,Young Adult Program,4700 Calaveras Avenue,Fremont,94538-1124,CA,7/1/2012,,N,,54,Unified School District,09,Special Education Schools (Public),Special Education School,High School,9-12,N,N,37.538120,-121.99201,6/18/2015
Active,Alameda,Fremont Unified,Glankler Early Learning Center,39207 Sundale Drive,Fremont,94538-1916,CA,7/1/2013,,N,,54,Unified School District,09,Special Education Schools (Public),Special Education School,Elementary,P-K,N,N,37.540113,-121.98438,6/18/2015
Active,Alameda,Fremont Unified,American High,36300 Fremont Boulevard,Fremont,94536-3511,CA,7/1/1972,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,37.563645,-122.01747,7/9/2015
Active,Alameda,Fremont Unified,Robertson High (Continuation),4455 Seneca Park Avenue,Fremont,94538-4028,CA,7/1/1980,,N,,54,Unified School District,68,Continuation High Schools,Continuation School,High School,9-12,N,N,37.518632,-121.96492,6/18/2015
Active,Alameda,Fremont Unified,Vista Alternative,4455 Seneca Park Avenue,Fremont,94538-4028,CA,7/1/1980,,N,,54,Unified School District,63,Alternative Schools of Choice,Alternative School of Choice,High School,7-12,N,N,37.518632,-121.96492,7/21/2015
Active,Alameda,Fremont Unified,Circle of Independent Learning,4700 Calaveras Avenue,Fremont,94538-1124,CA,9/9/1998,,Y,Locally funded,54,Unified School District,65,K-12 Schools (Public),Traditional,Elementary-High Combination,K-12,C,N,37.537962,-121.99206,12/5/2016
Active,Alameda,Fremont Unified,Fremont Adult,4700 Calaveras Avenue,Fremont,94538-1124,CA,7/1/1980,,N,,54,Unified School District,70,Adult Education Centers,Traditional,Adult,Adult,C,,37.538031,-121.99084,1/19/2017
Active,Alameda,Fremont Unified,Irvington High,41800 Blacow Road,Fremont,94538-3353,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,Y,37.522654,-121.96902,1/20/2017
Active,Alameda,Fremont Unified,John F. Kennedy High,39999 Blacow Road,Fremont,94538-1913,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,37.528399,-121.98312,6/18/2015
Active,Alameda,Fremont Unified,Mission San Jose High,41717 Palm Avenue,Fremont,94539-4799,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,Y,37.545040,-121.93193,7/9/2015
Active,Alameda,Fremont Unified,Washington High,38442 Fremont Boulevard,Fremont,94536-6031,CA,7/1/1980,,N,,54,Unified School District,66,High Schools (Public),Traditional,High School,9-12,N,N,37.552082,-121.99484,6/18/2015
Active,Alameda,Fremont Unified,John Blacow Elementary,40404 Sundale Drive,Fremont,94538-3314,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.527561,-121.97712,6/18/2015
Active,Alameda,Fremont Unified,Brier Elementary,39201 Sundale Drive,Fremont,94538-1916,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.539776,-121.98470,6/18/2015
Active,Alameda,Fremont Unified,Cabrillo Elementary,36700 San Pedro Drive,Fremont,94536-6406,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.550826,-122.02333,7/19/2016
Active,Alameda,Fremont Unified,E. M. Grimmer Elementary,43030 Newport Drive,Fremont,94538-6113,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.519634,-121.95100,6/18/2015
Active,Alameda,Fremont Unified,Glenmoor Elementary,4620 Mattos Drive,Fremont,94536-6784,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.545703,-122.00487,6/18/2015
Active,Alameda,Fremont Unified,Harvey Green Elementary,42875 Gatewood Street,Fremont,94538-4131,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.518135,-121.95810,7/9/2015
Active,Alameda,Fremont Unified,J. Haley Durham Elementary,40292 Leslie Street,Fremont,94538-3520,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.542078,-121.96689,6/18/2015
Active,Alameda,Fremont Unified,James Leitch Elementary,47100 Fernald Street,Fremont,94539-7005,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-3,N,N,37.486506,-121.92328,1/9/2017
Active,Alameda,Fremont Unified,Joseph Azevada Elementary,39450 Royal Palm Drive,Fremont,94538-1843,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.530970,-121.99417,6/18/2015
Active,Alameda,Fremont Unified,Tom Maloney Elementary,38700 Logan Drive,Fremont,94536-6899,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.545405,-121.99843,6/18/2015
Active,Alameda,Fremont Unified,John G. Mattos Elementary,37944 Farwell Drive,Fremont,94536-7008,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,Y,37.538095,-122.01172,7/19/2016
Active,Alameda,Fremont Unified,Mission Valley Elementary,41700 Denise Street,Fremont,94539-4562,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.535791,-121.94741,7/19/2016
Active,Alameda,Fremont Unified,Niles Elementary,37141 Second Street,Fremont,94536-2835,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.577050,-121.98446,7/9/2015
Active,Alameda,Fremont Unified,O. N. Hirsch Elementary,41399 Chapel Way,Fremont,94538-4202,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.528227,-121.96290,6/18/2015
Active,Alameda,Fremont Unified,Parkmont Elementary,2601 Parkside Drive,Fremont,94536-5246,CA,7/1/1980,,N,,54,Unified School District,60,Elementary Schools (Public),Traditional,Elementary,K-6,N,N,37.560232,-121.98468,7/9/2015
