StatusType,County,District,School,Street,City,Zip,State,OpenDate,ClosedDate,Charter,FundingType,DOC,DOCType,SOC,SOCType,EdOpsName,EILName,GSoffered,Virtual,Magnet,Latitude,Longitude,LastUpdate
Closed,Los Angeles,Los Angeles County Special Ed,Child Guidance Clinic,746 W. Adams Boulevard,Los Angeles,90007,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Southwest School for Oh,10409 Tenth Avenue,Inglewood,90303,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Sunset,851 S. Sunset Avenue,West Covina,91790,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Villacorta School,128 Bacton Street,La Puente,91744,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Calif Youth Home,422 Warren Lane,Inglewood,90302,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Covina Valley,160 N. Barranca Street,Covina,91723,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Saugus Special Education Unit,19414 Sierra Estates Drive,Newhall,91321,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Kingston Public School,1934 Hospital Place,Los Angeles,90033,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,"Addams (Jane) (Eh, Autistic)",4535 W. 153Rd Place,Lawndale,90260,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Agua-Dulce School (Eh),32700 N. Agua Dulce,Agua-Dulce,91350,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,"Associated Clinic School (Aph,",Cal St U At La,Los Angeles,90032,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Averett Boys Home (Eh),,,,,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Aviation High,3601 Dolittle Street,Redondo Beach,90278,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Begg (Foster) Junior High,1431 15Th Street,Manhattan Beach,90266,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Casa Alegra,19506 E. Walnut Drive,Rowland Heights,91745,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Castaic (EMR),31700 Ridge Route Road,Castaic,91310,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Centennial Junior High,14320 S. Norwalk Boulevard,Norwalk,90650,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Circle Y Boys Ranch Home,7744 W. Avenue Y,Lancaster,93534,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Cloverly School,5476 N. Cloverly,Temple City,91780,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Coronado School (Remedial Spee,,,,,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Cubberly (Ellwood P.)(Aphasia),3200 Monogram Avenue,Long Beach,90808,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Drendle (William) School (Apha,5834 N. Barranca,Glendora,91740,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Eastside School,6742 East Ave H,Lancaster,93534,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,El Monte High (Aphasia),3048 N. Tyler Avenue,El Monte,91731,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,El Nido Lodge,7356-1/2 Melrose Avenue,Los Angeles,90046,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,El Segundo School District Off,641 Sheldon Street,El Segundo,90245,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Emerson (Ralph Waldo) School,2625 Josie Street,Long Beach,90815,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Foster (Stephen) School,5223 Bigelow Street,Lakewood,90712,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Glazier (Anna M.),10932 E. Excelsior Drive,Norwalk,90651,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Hathaway Home for Boys,840 N. Avenue 66,Los Angeles,90042,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Hudnall School (Pregnant Girls,331 W. Olive Street,Inglewood,90301,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Joshua School,"43926 Second Street, East",Lancaster,93534,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Martin L. King General Hospita,12021 S. Wilmington Avenue,Los Angeles,90059,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,La Pluma School,14420 La Pluma Drive,La Mirada,90638,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Ladera School,2617 Bell Avenue,Manhattan Beach,90266,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Leroy Boys Home (Community Day,233 W. Baseline Road,Laverne,91750,CA,7/1/1980,6/30/1999,N,,00,County Office of Education (COE),10,County Community,,Elementary,K,,,,,2/3/2000
Closed,Los Angeles,Los Angeles County Special Ed,Lincoln School (Aphasia),335 El Centro Street,South Pasadena,91030,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,McKinley Boys Home (Eh),762 W. Cypress Avenue,San Dimas,91773,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Merced Avenue School (Aphasia),1545 E. Merced Avenue,West Covina,91791,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Mingay (Henry M.) School,3811 Allan Avenue,Burbank,91505,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Norwalk High School,11356 E. Leffingwell Road,Norwalk,90651,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Olympic School (MH),1651 16Th Street,Santa Monica,90404,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Pacific Lodge Boys Home,4900 Serrania Avenue,Woodland Hills,91364,CA,7/1/1980,11/4/1986,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Pacific Shores School,325 Peck Avenue,Manhattan Beach,90266,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Parent (Frant D.) School (Apha,5354 W. 64Th Street,Inglewood,90301,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Piute School (Deaf and H/H),,,,,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Prisk (William F.) School,2375 Fanwood Avenue,Long Beach,90815,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Reiss-Davis Child Study Clinic,9760 W. Pico Boulevard,Los Angeles,90035,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Rio Vista School,20417 Cedarcreek Street,Saugus,91350,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Round Meadow School,5151 Round Meadow Road,Calabasas,91302,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,San Fernando Valley Child Guid,,,,,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Sellers,500 N. Loraine Avenue,Glendora,91740,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Sepulveda (Jose),12501 S. Isis Avenue,Hawthorne,90250,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Sunshine School (MH) (Maryott,"38362 N. Tenth Street, East",Palmdale,93550,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Stanford Junior High,5871 E. Los Arcos Street,Long Beach,90815,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Vail,1230 S. Vail Avenue,Montebello,90640,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Wilcox,816 Donna Way,Montebello,90640,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Cullen School,440 N. Live Oak Avenue,Glendora,91740,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Acton (Eh),32248 N Crown Valley Road,Acton,93510,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Center Street School,700 Center Street,El Segundo,90245,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Corvallis Intermediate,11032 E. Leffingwell Road,Norwalk,90650,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,"Drew (Charles R.) Annex, Speci",1667 E. 118Th Street,Los Angeles,90059,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,El Centro,1020 El Centro Street,South Pasadena,91030,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Franklin School,850 Inglewood Avenue,Redondo Beach,90278,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Fulton School,525 Earle Lane,Redondo Beach,90278,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Gompers (Samuel),5206 Briercrest Avenue,Lakewood,90713,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Gordon School,360 W. Mauna Loa Avenue,Glendora,91722,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Hathaway Ranch,PO Box 547,Pacoima,91331,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Imperial School,540 Imperial Avenue,El Segundo,90245,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,"Keller School (MH,Autistic)",7020 E. Brittain Street,Long Beach,90808,CA,7/1/1980,11/14/1985,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Lampton School,14716 S. Elmcroft Avenue,Norwalk,90650,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Maryott School,1026 E. Palmdale Boulevard,Palmdale,93550,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Monte Vista,1615 W. Eldred Avenue,West Covina,91790,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Norwood School,4520 N. Whistler Avenue,El Monte,91732,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Pacific State Hospital,3530 Pomona Boulevard,Pomona,91708,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Pennekamp (Aurelia) Elementary,110 S. Ronnel Avenue,Manhattan Beach,90266,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Elementary,K,,,,,10/10/2000
Closed,Los Angeles,Los Angeles County Special Ed,Rancho Vista,"4323 Palos Verdes Drive,N.",Rolling Hills Estate,90274,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Rice (Eldridge),2150 N. Angelus,Rosemead,91770,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Silver Spur,5500 Ironwood,Palosverdes Peninsul,90274,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Sunkist School,820 Phillips,West Covina,91723,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Unfinished Symphony,3380 Triunfo Canyon Road,Agoura,91301,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Vine School (Aphasia),17200 Francisquito Avenue,West Covina,91791,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Antelope School (EMR),37237 N. 100Th Street,Littlerock,93543,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Calif School,1125 Bainbridge,West Covina,91790,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Carr (Evelyn) School,3404 W. 168Th Street,Torrance,90504,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Cienega School,539 E. Cienega Street,Covina,91723,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),60,Elementary Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Macarthur,6011 Centralia Street,Lakewood,90713,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Nightingale (Florence) School,3701 E. Willow Street,Long Beach,90815,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Oak Avenue Junior High,6623 N. Oak Avenue,Temple City,91780,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Valencia,758 W. Grondahl Street,Covina,91723,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Victor School (Visually Handic,4820 Spencer Street,Torrance,90505,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Wescove School,1010 W. Vine,West Covina,91790,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Bella Vista North (Sld-Aphasia,2009 S. Garfield,Monterey Park,91754,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Calif. Youth La Brea (Eh),801 N. La Brea,Los Angeles,90038,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Edison (PAU),3401 Inglewood Avenue,Redondo Beach,90278,CA,7/1/1980,11/14/1985,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Gateway Center (Educationally,1891 Effie Street,Los Angeles,90026,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Glenn High (Sld-Aphasia),13520 Shoemaker Avenue,Norwalk,90650,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Hollygrove School,815 N. El Centro Avenue,Los Angeles,90038,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Levy (Sam) Elementary (Deaf &,3420 229Th Place,Torrance,90505,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Littlerock Boys Ranch (Eh),10353 E. Avenue S-4,Littlerock,93543,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Merlinda School (Slo-Aphasia),1120 S. Valinda Avenue,West Covina,91790,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,South Bay Child Care,13812 Cordory,Hawthorne,90250,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Willowwood School,2021 W. Alwood,West Covina,91790,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Wright (Arthur E.) Aphasia,4029 N. Las Virgenes Road,Calabassas,91302,CA,7/1/1980,11/13/1985,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Yucca School,"38450 2Nd Street, East",Palmdale,93350,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Del Norte School (Sld-Aphasia),1501 W. del Norte Avenue,West Covina,91791,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Escalona (Sld-Aphasia),15135 Escalona Road,La Mirada,90638,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Garden Hill (Sld-Aphasia),14607 E. Gardenhill,La Mirada,90638,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Jefferson (Thomas) (Sld-Aphasi,1900 N. Sixth Street,Burbank,91504,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Mesa (Sld-Aphasia),14625 E. Keese Drive,Whittier,90601,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Muir (John) Junior High (Sld-A,1111 N. Kenneth Road,Burbank,91504,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,New River (Sld-Aphasia),13432 S. Halcourt Avenue,Norwalk,90650,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Northridge (Eh),18300 Roscoe Boulevard,Northridge,91325,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Palm View (Sld-Aphasic),1115 E. Puente Avenue,Covina,91723,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Patterson (E. T.) (Sld-Aphasia,320 Knob Hill Avenue,Redondo Beach,90277,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Stevenson (Robert L.) (Sld-Aph,3333 Oak Street,Burbank,91505,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Sutherland (Aphasia),1330 N. Amelia Avenue,Glendora,91740,CA,7/1/1980,11/13/1985,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,"Willow (Sld,Aphasia)",26210 Adamor Road,Calabasas,91302,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Jefferson (Special Education),,,,,7/1/1980,9/22/1984,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Bell Gardens High,6119 Agra Street,Bell Gardens,90201,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Burroughs Senior High,1920 Clark Avenue,Burbank,91506,CA,7/1/1980,6/30/1989,N,,00,County Office of Education (COE),10,County Community,,Ungraded,,,,,,6/24/1999
Closed,Los Angeles,Los Angeles County Special Ed,Agoura High,28545 W. Driver Avenue,Agoura,91301,CA,7/1/1980,11/14/1985,N,,00,County Office of Education (COE),09,Special Education Schools (Public),,Ungraded,,,,,,6/24/1999
